,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,maven_id,maven_url
0,ANN Benchmarks,erikbern/ann-benchmarks,nn-search,True,https://github.com/erikbern/ann-benchmarks,https://github.com/erikbern/ann-benchmarks,MIT,2015-05-28 13:21:43.000,2024-06-17 07:53:57.000000,2024-06-17 07:53:57,1562.0,10.0,687.0,116.0,333.0,60.0,144.0,4758.0,Benchmarks of approximate nearest neighbor libraries in Python.,107.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-web-python - Web Scraping,ml-tooling/best-of-web-python,web-scraping,True,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python#web-scraping--crawling,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2024-06-07 15:14:35.000000,2024-06-06 19:06:33,346.0,14.0,164.0,56.0,205.0,,3.0,2247.0,Collection of web-scraping and crawling libraries.,16.0,0,True,2024-06-06 19:06:38,2024.06.06,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,best-of-python - Data Extraction,ml-tooling/best-of-python,data-loading,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-loading--extraction,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2024-06-06 14:07:06.000000,2024-06-06 14:07:06,359.0,14.0,239.0,92.0,199.0,4.0,5.0,3542.0,Collection of data-loading and -extraction libraries.,12.0,0,True,2024-06-06 14:07:12,2024.06.06,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,best-of-python - DB Clients,ml-tooling/best-of-python,db-clients,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#database-clients,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2024-06-06 14:07:06.000000,2024-06-06 14:07:06,359.0,14.0,239.0,92.0,199.0,4.0,5.0,3542.0,Collection of database clients for python.,12.0,0,True,2024-06-06 14:07:12,2024.06.06,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,best-of-python - Data Containers,ml-tooling/best-of-python,data-containers,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-containers--dataframes,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2024-06-06 14:07:06.000000,2024-06-06 14:07:06,359.0,14.0,239.0,92.0,199.0,4.0,5.0,3542.0,"Collection of data-container, dataframe, and pandas-utility libraries.",12.0,0,True,2024-06-06 14:07:12,2024.06.06,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,best-of-python - Data Pipelines,ml-tooling/best-of-python,data-pipelines,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-pipelines--streaming,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2024-06-06 14:07:06.000000,2024-06-06 14:07:06,359.0,14.0,239.0,92.0,199.0,4.0,5.0,3542.0,"Libraries for data batch- and stream-processing, workflow automation, job scheduling, and other data pipeline tasks.",12.0,0,True,2024-06-06 14:07:12,2024.06.06,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Tensorflow,tensorflow/tensorflow,ml-frameworks,,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow,Apache-2.0,2015-11-07 01:19:20.000,2024-07-18 17:59:56.000000,2024-07-18 17:06:15,167189.0,3969.0,72489.0,7618.0,31976.0,1886.0,37616.0,186624.0,An Open Source Machine Learning Framework for Everyone.,4644.0,56,True,2024-07-11 16:28:57,2.17.0,100.0,tensorflow,conda-forge/tensorflow,tensorflow/tensorflow,https://www.tensorflow.org/overview,['tensorflow'],390404.0,390404.0,https://pypi.org/project/tensorflow,17047743.0,17893565.0,https://anaconda.org/conda-forge/tensorflow,2024-07-01 21:24:08.952,4772523.0,https://hub.docker.com/r/tensorflow/tensorflow,2024-07-18 12:50:09.476004,2480.0,77625096.0,1.0,,,,,,,,,,,,
7,PyTorch,pytorch/pytorch,ml-frameworks,,https://github.com/pytorch/pytorch,https://github.com/pytorch/pytorch,BSD-3-Clause,2016-08-13 05:26:41.000,2024-07-18 17:58:30.000000,2024-07-18 17:42:05,75731.0,3710.0,21154.0,1736.0,87425.0,13287.0,29984.0,80522.0,Tensors and Dynamic neural networks in Python with strong GPU acceleration.,4975.0,55,True,2024-06-05 19:16:07,2.3.1,53.0,torch,pytorch/pytorch,,https://pytorch.org/docs/stable/index.html,['pytorch'],489357.0,489357.0,https://pypi.org/project/torch,24400249.0,25065192.0,https://anaconda.org/pytorch/pytorch,2024-06-04 13:27:13.152,22590542.0,,,,,1.0,48543.0,,,,,,,,,,,
8,transformers,huggingface/transformers,nlp,,https://github.com/huggingface/transformers,https://github.com/huggingface/transformers,Apache-2.0,2018-10-29 13:56:00.000,2024-07-18 17:54:27.000000,2024-07-18 16:26:08,16372.0,713.0,24702.0,1119.0,16405.0,928.0,14307.0,129456.0,"Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",2682.0,52,True,2024-07-11 17:09:38,4.42.4,117.0,transformers,conda-forge/transformers,,,"['pytorch', 'tensorflow']",193342.0,193342.0,https://pypi.org/project/transformers,26583125.0,26621351.0,https://anaconda.org/conda-forge/transformers,2024-07-11 20:14:31.142,1834890.0,,,,,1.0,,,,,,,,,,,,
9,scikit-learn,scikit-learn/scikit-learn,ml-frameworks,,https://github.com/scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,BSD-3-Clause,2010-08-17 09:43:38.000,2024-07-18 17:44:45.000000,2024-07-18 16:27:50,31523.0,302.0,24450.0,2142.0,17499.0,1558.0,9457.0,58938.0,scikit-learn: machine learning in Python.,3144.0,52,True,2024-07-03 09:17:35,1.5.1,51.0,scikit-learn,conda-forge/scikit-learn,,,['sklearn'],833974.0,833974.0,https://pypi.org/project/scikit-learn,59646770.0,60237841.0,https://anaconda.org/conda-forge/scikit-learn,2024-07-03 09:49:53.256,29553100.0,,,,,1.0,984.0,,,,,,,,,,,
