,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,maven_id,maven_url
0,ANN Benchmarks,erikbern/ann-benchmarks,nn-search,True,https://github.com/erikbern/ann-benchmarks,https://github.com/erikbern/ann-benchmarks,MIT,2015-05-28 13:21:43.000,2024-06-17 07:53:57.000,2024-06-17 07:53:57,1562.0,19.0,683.0,116.0,333.0,58.0,144.0,4722.0,Benchmarks of approximate nearest neighbor libraries in Python.,107.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-web-python - Web Scraping,ml-tooling/best-of-web-python,web-scraping,True,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python#web-scraping--crawling,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2024-06-07 15:14:35.000,2024-06-06 19:06:33,346.0,23.0,163.0,56.0,205.0,,3.0,2229.0,Collection of web-scraping and crawling libraries.,16.0,0,True,2024-06-06 19:06:38,2024.06.06,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,best-of-python - Data Extraction,ml-tooling/best-of-python,data-loading,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-loading--extraction,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2024-06-06 14:07:06.000,2024-06-06 14:07:06,359.0,20.0,236.0,91.0,199.0,4.0,5.0,3512.0,Collection of data-loading and -extraction libraries.,12.0,0,True,2024-06-06 14:07:12,2024.06.06,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,best-of-python - DB Clients,ml-tooling/best-of-python,db-clients,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#database-clients,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2024-06-06 14:07:06.000,2024-06-06 14:07:06,359.0,20.0,236.0,91.0,199.0,4.0,5.0,3512.0,Collection of database clients for python.,12.0,0,True,2024-06-06 14:07:12,2024.06.06,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,best-of-python - Data Containers,ml-tooling/best-of-python,data-containers,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-containers--dataframes,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2024-06-06 14:07:06.000,2024-06-06 14:07:06,359.0,20.0,236.0,91.0,199.0,4.0,5.0,3512.0,"Collection of data-container, dataframe, and pandas-utility libraries.",12.0,0,True,2024-06-06 14:07:12,2024.06.06,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,best-of-python - Data Pipelines,ml-tooling/best-of-python,data-pipelines,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-pipelines--streaming,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2024-06-06 14:07:06.000,2024-06-06 14:07:06,359.0,20.0,236.0,91.0,199.0,4.0,5.0,3512.0,"Libraries for data batch- and stream-processing, workflow automation, job scheduling, and other data pipeline tasks.",12.0,0,True,2024-06-06 14:07:12,2024.06.06,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Tensorflow,tensorflow/tensorflow,ml-frameworks,,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow,Apache-2.0,2015-11-07 01:19:20.000,2024-06-27 18:01:12.000,2024-06-27 17:55:12,166245.0,3932.0,72443.0,7628.0,30485.0,1908.0,37513.0,186248.0,An Open Source Machine Learning Framework for Everyone.,4622.0,56,True,2024-03-08 19:09:29,2.15.1,100.0,tensorflow,conda-forge/tensorflow,tensorflow/tensorflow,https://www.tensorflow.org/overview,['tensorflow'],383633.0,383633.0,https://pypi.org/project/tensorflow,18762159.0,19614417.0,https://anaconda.org/conda-forge/tensorflow,2024-05-24 12:35:11.711,4715151.0,https://hub.docker.com/r/tensorflow/tensorflow,2024-06-27 12:48:37.033590,2456.0,77449438.0,1.0,,,,,,,,,,,,
7,PyTorch,pytorch/pytorch,ml-frameworks,,https://github.com/pytorch/pytorch,https://github.com/pytorch/pytorch,BSD-3-Clause,2016-08-13 05:26:41.000,2024-06-27 18:00:39.000,2024-06-27 17:59:52,74899.0,3711.0,21025.0,1728.0,86456.0,13217.0,29666.0,79892.0,Tensors and Dynamic neural networks in Python with strong GPU acceleration.,4934.0,55,True,2024-06-05 19:16:07,2.3.1,53.0,torch,pytorch/pytorch,,https://pytorch.org/docs/stable/index.html,['pytorch'],475834.0,475834.0,https://pypi.org/project/torch,26509929.0,27183125.0,https://anaconda.org/pytorch/pytorch,2024-06-04 13:27:13.152,22199416.0,,,,,1.0,45343.0,,,,,,,,,,,
8,transformers,huggingface/transformers,nlp,,https://github.com/huggingface/transformers,https://github.com/huggingface/transformers,Apache-2.0,2018-10-29 13:56:00.000,2024-06-27 17:42:57.000,2024-06-27 17:40:40,16241.0,766.0,24448.0,1100.0,16167.0,887.0,14193.0,128241.0,"Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",2656.0,52,True,2024-06-27 17:47:01,4.42.1,113.0,transformers,conda-forge/transformers,,,"['pytorch', 'tensorflow']",185254.0,185254.0,https://pypi.org/project/transformers,26149905.0,26187704.0,https://anaconda.org/conda-forge/transformers,2024-05-31 06:00:30.850,1776571.0,,,,,1.0,,,,,,,,,,,,
9,scikit-learn,scikit-learn/scikit-learn,ml-frameworks,,https://github.com/scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,BSD-3-Clause,2010-08-17 09:43:38.000,2024-06-27 17:54:54.000,2024-06-27 14:45:49,31446.0,300.0,24382.0,2140.0,17400.0,1565.0,9397.0,58736.0,scikit-learn: machine learning in Python.,3136.0,52,True,2024-05-21 16:37:08,1.5.0,50.0,scikit-learn,conda-forge/scikit-learn,,,['sklearn'],815061.0,815061.0,https://pypi.org/project/scikit-learn,61485135.0,62079956.0,https://anaconda.org/conda-forge/scikit-learn,2024-05-23 19:24:01.860,29145809.0,,,,,1.0,969.0,,,,,,,,,,,
