,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,maven_id,maven_url
0,ANN Benchmarks,erikbern/ann-benchmarks,nn-search,True,https://github.com/erikbern/ann-benchmarks,https://github.com/erikbern/ann-benchmarks,MIT,2015-05-28 13:21:43.000,2024-05-23 14:17:06.000000,2024-05-22 10:54:06,1558.0,22.0,670.0,117.0,332.0,52.0,143.0,4661.0,Benchmarks of approximate nearest neighbor libraries in Python.,104.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-web-python - Web Scraping,ml-tooling/best-of-web-python,web-scraping,True,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python#web-scraping--crawling,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2024-05-23 16:49:09.000000,2024-05-23 16:49:08,342.0,29.0,163.0,56.0,202.0,,3.0,2195.0,Collection of web-scraping and crawling libraries.,16.0,0,True,2024-05-23 16:49:13,2024.05.23,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,best-of-python - Data Extraction,ml-tooling/best-of-python,data-loading,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-loading--extraction,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2024-05-23 13:52:56.000000,2024-05-23 13:52:56,355.0,26.0,235.0,87.0,197.0,4.0,5.0,3469.0,Collection of data-loading and -extraction libraries.,12.0,0,True,2024-05-23 13:53:03,2024.05.23,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,best-of-python - DB Clients,ml-tooling/best-of-python,db-clients,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#database-clients,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2024-05-23 13:52:56.000000,2024-05-23 13:52:56,355.0,26.0,235.0,87.0,197.0,4.0,5.0,3469.0,Collection of database clients for python.,12.0,0,True,2024-05-23 13:53:03,2024.05.23,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,best-of-python - Data Containers,ml-tooling/best-of-python,data-containers,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-containers--dataframes,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2024-05-23 13:52:56.000000,2024-05-23 13:52:56,355.0,26.0,235.0,87.0,197.0,4.0,5.0,3469.0,"Collection of data-container, dataframe, and pandas-utility libraries.",12.0,0,True,2024-05-23 13:53:03,2024.05.23,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,best-of-python - Data Pipelines,ml-tooling/best-of-python,data-pipelines,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-pipelines--streaming,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2024-05-23 13:52:56.000000,2024-05-23 13:52:56,355.0,26.0,235.0,87.0,197.0,4.0,5.0,3469.0,"Libraries for data batch- and stream-processing, workflow automation, job scheduling, and other data pipeline tasks.",12.0,0,True,2024-05-23 13:53:03,2024.05.23,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Tensorflow,tensorflow/tensorflow,ml-frameworks,,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow,Apache-2.0,2015-11-07 01:19:20.000,2024-05-23 17:56:16.000000,2024-05-23 17:56:09,164951.0,4426.0,72365.0,7629.0,28671.0,1964.0,37288.0,185417.0,An Open Source Machine Learning Framework for Everyone.,4608.0,56,True,2024-03-08 19:09:29,2.15.1,100.0,tensorflow,conda-forge/tensorflow,tensorflow/tensorflow,https://www.tensorflow.org/overview,['tensorflow'],372127.0,372127.0,https://pypi.org/project/tensorflow,22997608.0,24043444.0,https://anaconda.org/conda-forge/tensorflow,2024-05-23 12:11:35.590,4625056.0,https://hub.docker.com/r/tensorflow/tensorflow,2024-05-23 12:48:45.238455,2416.0,77190629.0,1.0,,,,,,,,,,,,
7,PyTorch,pytorch/pytorch,ml-frameworks,,https://github.com/pytorch/pytorch,https://github.com/pytorch/pytorch,BSD-3-Clause,2016-08-13 05:26:41.000,2024-05-23 17:56:47.000000,2024-05-23 17:43:06,73378.0,3527.0,20769.0,1719.0,84556.0,13009.0,29090.0,78735.0,Tensors and Dynamic neural networks in Python with strong GPU acceleration.,4864.0,55,True,2024-04-24 16:12:17,2.3.0,52.0,torch,pytorch/pytorch,,https://pytorch.org/docs/stable/index.html,['pytorch'],452047.0,452047.0,https://pypi.org/project/torch,29219045.0,29893220.0,https://anaconda.org/pytorch/pytorch,2024-04-23 12:59:17.451,21559037.0,,,,,1.0,41970.0,,,,,,,,,,,
8,transformers,huggingface/transformers,nlp,,https://github.com/huggingface/transformers,https://github.com/huggingface/transformers,Apache-2.0,2018-10-29 13:56:00.000,2024-05-23 17:57:37.000000,2024-05-23 16:53:26,15967.0,779.0,24067.0,1101.0,15792.0,833.0,13992.0,126508.0,"Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",2585.0,52,True,2024-05-22 20:36:44,4.41.1,112.0,transformers,conda-forge/transformers,,,"['pytorch', 'tensorflow']",171632.0,171632.0,https://pypi.org/project/transformers,28158165.0,28194796.0,https://anaconda.org/conda-forge/transformers,2024-05-23 03:00:54.170,1685054.0,,,,,1.0,,,,,,,,,,,,
9,scikit-learn,scikit-learn/scikit-learn,ml-frameworks,,https://github.com/scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,BSD-3-Clause,2010-08-17 09:43:38.000,2024-05-23 17:54:50.000000,2024-05-23 15:36:36,31329.0,296.0,24296.0,2139.0,17223.0,1560.0,9329.0,58390.0,scikit-learn: machine learning in Python.,3120.0,52,True,2024-05-21 16:37:08,1.5.0,50.0,scikit-learn,conda-forge/scikit-learn,,,['sklearn'],781689.0,781689.0,https://pypi.org/project/scikit-learn,67263217.0,67854845.0,https://anaconda.org/conda-forge/scikit-learn,2024-05-21 17:17:23.994,28397713.0,,,,,1.0,955.0,,,,,,,,,,,
10,langchain,langchain-ai/langchain,nlp,,https://github.com/langchain-ai/langchain,https://github.com/langchain-ai/langchain,MIT,2022-10-17 02:58:36.000,2024-05-23 18:03:25.000000,2024-05-23 17:40:32,9517.0,1841.0,12995.0,655.0,12529.0,786.0,5993.0,85658.0,Build context-aware reasoning applications.,2482.0,49,True,2024-05-23 17:50:47,langchain-community==0.2.1,100.0,langchain,,,,,86189.0,86189.0,https://pypi.org/project/langchain,8833484.0,8833484.0,,,,,,,,1.0,,,,,,,,,,,,
11,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,,2011-02-19 03:17:12.000,2024-05-23 14:57:41.000000,2024-05-23 08:33:21,50373.0,585.0,7266.0,594.0,18003.0,1185.0,9072.0,19423.0,matplotlib: plotting with Python.,1675.0,48,True,2024-05-15 23:51:33,3.9.0,85.0,matplotlib,conda-forge/matplotlib,,,,1199671.0,1199671.0,https://pypi.org/project/matplotlib,64889662.0,65393092.0,https://anaconda.org/conda-forge/matplotlib,2024-05-17 21:11:33.658,23661223.0,,,,,1.0,,,,,,,,,,,,
12,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2024-05-23 14:08:58.000000,2024-05-23 14:08:58,17812.0,565.0,1994.0,220.0,4836.0,76.0,3000.0,11777.0,Python Imaging Library (Fork).,468.0,48,True,2024-04-01 12:34:53,10.3.0,55.0,Pillow,conda-forge/pillow,,,,1669095.0,1669095.0,https://pypi.org/project/Pillow,97879031.0,98737292.0,https://anaconda.org/conda-forge/pillow,2024-04-03 15:56:48.771,39480028.0,,,,,1.0,,,,,,,,,,,,
13,Streamlit,streamlit/streamlit,model-serialisation,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2024-05-23 18:16:37.000000,2024-05-23 16:02:19,6344.0,213.0,2784.0,315.0,4503.0,795.0,3351.0,32318.0,Streamlit A faster way to build and share data apps.,230.0,46,True,2024-05-23 17:12:57,1.35.0,79.0,streamlit,,,,,386236.0,386236.0,https://pypi.org/project/streamlit,4648513.0,4648513.0,,,,,,,,1.0,,,,,,,,,,,,
14,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2024-05-23 17:52:17.000000,2024-05-23 17:44:16,21697.0,943.0,5213.0,471.0,27704.0,3237.0,14290.0,31483.0,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,1020.0,45,True,2024-05-22 23:37:00,ray-2.23.0,86.0,ray,conda-forge/ray-tune,,,,15575.0,15575.0,https://pypi.org/project/ray,4535791.0,4541232.0,https://anaconda.org/conda-forge/ray-tune,2024-05-23 14:37:18.453,223036.0,,,,,1.0,213.0,,,,,,,,,,,
15,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2024-05-23 17:46:05.000000,2024-05-23 17:42:06,20852.0,1327.0,2547.0,323.0,13604.0,1325.0,3864.0,28270.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",695.0,45,True,2024-05-09 23:28:46,jax-v0.4.28,100.0,jax,conda-forge/jaxlib,,,,25518.0,25518.0,https://pypi.org/project/jax,6782293.0,6807956.0,https://anaconda.org/conda-forge/jaxlib,2024-05-22 17:25:16.028,1206187.0,,,,,1.0,,,,,,,,,,,,
16,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2024-05-23 17:46:20.000000,2024-05-23 10:11:25,6861.0,95.0,8172.0,911.0,5159.0,374.0,4778.0,25654.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",640.0,45,True,2023-12-19 10:07:53,2.0.3,56.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,92294.0,92294.0,https://pypi.org/project/xgboost,19393250.0,19498014.0,https://anaconda.org/conda-forge/xgboost,2024-04-18 01:21:37.436,4815931.0,,,,,1.0,8590.0,,,,,,,,,,,
17,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2024-05-23 15:36:50.000000,2024-05-23 13:32:26,48489.0,1614.0,5308.0,722.0,46343.0,965.0,17027.0,21666.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1200.0,45,True,2024-04-09 11:19:43,2.6.1,62.0,paddlepaddle,,,,['paddle'],5151.0,5151.0,https://pypi.org/project/paddlepaddle,208724.0,208889.0,,,,,,,,1.0,15374.0,,,,,,,,,,,
