,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,maven_id,maven_url
0,ANN Benchmarks,erikbern/ann-benchmarks,nn-search,True,https://github.com/erikbern/ann-benchmarks,https://github.com/erikbern/ann-benchmarks,MIT,2015-05-28 13:21:43.000,2024-10-29 08:34:20.000000,2024-10-29 08:34:20,1568.0,3.0,714.0,118.0,340.0,63.0,146.0,4942.0,Benchmarks of approximate nearest neighbor libraries in Python.,108.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-web-python - Web Scraping,ml-tooling/best-of-web-python,web-scraping,True,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python#web-scraping--crawling,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2024-06-07 15:14:35.000000,2024-06-06 19:06:33,346.0,,169.0,58.0,205.0,,3.0,2311.0,Collection of web-scraping and crawling libraries.,16.0,0,True,2024-06-06 19:06:38,2024.06.06,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,best-of-python - Data Extraction,ml-tooling/best-of-python,data-loading,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-loading--extraction,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2024-08-14 02:31:07.000000,2024-08-14 02:31:07,360.0,1.0,247.0,92.0,199.0,5.0,6.0,3677.0,Collection of data-loading and -extraction libraries.,12.0,0,True,2024-06-06 14:07:12,2024.06.06,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,best-of-python - DB Clients,ml-tooling/best-of-python,db-clients,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#database-clients,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2024-08-14 02:31:07.000000,2024-08-14 02:31:07,360.0,1.0,247.0,92.0,199.0,5.0,6.0,3677.0,Collection of database clients for python.,12.0,0,True,2024-06-06 14:07:12,2024.06.06,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,best-of-python - Data Containers,ml-tooling/best-of-python,data-containers,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-containers--dataframes,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2024-08-14 02:31:07.000000,2024-08-14 02:31:07,360.0,1.0,247.0,92.0,199.0,5.0,6.0,3677.0,"Collection of data-container, dataframe, and pandas-utility libraries.",12.0,0,True,2024-06-06 14:07:12,2024.06.06,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,best-of-python - Data Pipelines,ml-tooling/best-of-python,data-pipelines,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-pipelines--streaming,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2024-08-14 02:31:07.000000,2024-08-14 02:31:07,360.0,1.0,247.0,92.0,199.0,5.0,6.0,3677.0,"Libraries for data batch- and stream-processing, workflow automation, job scheduling, and other data pipeline tasks.",12.0,0,True,2024-06-06 14:07:12,2024.06.06,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Tensorflow,tensorflow/tensorflow,ml-frameworks,,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow,Apache-2.0,2015-11-07 01:19:20.000,2024-10-31 17:59:23.000000,2024-10-31 17:49:28,171671.0,3809.0,72712.0,7585.0,38537.0,1394.0,38550.0,188889.0,An Open Source Machine Learning Framework for Everyone.,4706.0,55,True,2024-10-24 23:51:36,2.18.0,100.0,tensorflow,conda-forge/tensorflow,tensorflow/tensorflow,https://www.tensorflow.org/overview,['tensorflow'],423439.0,423439.0,https://pypi.org/project/tensorflow,18506046.0,19337737.0,https://anaconda.org/conda-forge/tensorflow,2024-10-17 06:34:48.464,5051208.0,https://hub.docker.com/r/tensorflow/tensorflow,2024-10-31 12:48:28.252948,2594.0,78393404.0,1.0,,,,,,,,,,,,
7,PyTorch,pytorch/pytorch,ml-frameworks,,https://github.com/pytorch/pytorch,https://github.com/pytorch/pytorch,BSD-3-Clause,2016-08-13 05:26:41.000,2024-10-31 18:00:09.000000,2024-10-31 17:48:35,80299.0,3706.0,22043.0,1737.0,92996.0,14095.0,31940.0,83482.0,Tensors and Dynamic neural networks in Python with strong GPU acceleration.,5213.0,55,True,2024-10-29 17:58:24,2.5.1,57.0,torch,pytorch/pytorch,,https://pytorch.org/docs/stable/index.html,['pytorch'],556421.0,556421.0,https://pypi.org/project/torch,33387270.0,34043324.0,https://anaconda.org/pytorch/pytorch,2024-10-28 23:02:38.194,24249908.0,,,,,1.0,63304.0,,,,,,,,,,,
8,scikit-learn,scikit-learn/scikit-learn,ml-frameworks,,https://github.com/scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,BSD-3-Clause,2010-08-17 09:43:38.000,2024-10-31 09:54:57.000000,2024-10-31 09:54:57,31870.0,295.0,24653.0,2141.0,17945.0,1535.0,9667.0,59951.0,scikit-learn: machine learning in Python.,3213.0,53,True,2024-09-11 15:52:05,1.5.2,52.0,scikit-learn,conda-forge/scikit-learn,,,['sklearn'],933320.0,933320.0,https://pypi.org/project/scikit-learn,79466639.0,80067012.0,https://anaconda.org/conda-forge/scikit-learn,2024-09-11 20:00:28.266,31819286.0,,,,,1.0,1028.0,,,,,,,,,,,
9,transformers,huggingface/transformers,nlp,,https://github.com/huggingface/transformers,https://github.com/huggingface/transformers,Apache-2.0,2018-10-29 13:56:00.000,2024-10-31 17:51:15.000000,2024-10-31 17:51:15,17310.0,804.0,25812.0,1124.0,18002.0,974.0,15067.0,134256.0,"Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",2911.0,52,True,2024-10-29 15:50:03,4.46.1,129.0,transformers,conda-forge/transformers,,,"['pytorch', 'tensorflow']",234192.0,234192.0,https://pypi.org/project/transformers,45009459.0,45051978.0,https://anaconda.org/conda-forge/transformers,2024-10-29 23:40:12.250,2168508.0,,,,,1.0,,,,,,,,,,,,
